Freq (Hz)	mic1(Pa^2 )	mic2(Pa^2 )	mic3(Pa^2 )	mic4(Pa^2 )
1.090000000000000E+3	3.805138599417077E-3	83.672901173797960E-6	1.720478352606753E-3	37.224597185793439E-6
1.091000000000000E+3	3.993712732928451E-3	73.691783237575935E-6	1.807770484275182E-3	27.841529422331207E-6
1.092000000000000E+3	4.075840140692038E-3	63.926249482820779E-6	1.846755846903539E-3	20.284091128654930E-6
1.093000000000000E+3	3.970113090312494E-3	53.326976580616569E-6	1.799945840342639E-3	14.014947792410741E-6
1.094000000000000E+3	3.756760310135589E-3	43.487232484761767E-6	1.703359608978204E-3	9.333655124011035E-6
1.095000000000000E+3	3.610601862469321E-3	36.218869631178447E-6	1.636572035163551E-3	6.221261595440343E-6
1.096000000000000E+3	3.663468932926811E-3	32.041357027630002E-6	1.658968622007490E-3	4.295504464684137E-6
1.097000000000000E+3	3.892752838750720E-3	29.791531677436838E-6	1.759587844847354E-3	3.092328252765258E-6
1.098000000000000E+3	4.132982723281010E-3	27.763396164109566E-6	1.863863746769229E-3	2.277373452587271E-6
1.099000000000000E+3	4.217173687744896E-3	24.963666130245153E-6	1.897868199427921E-3	1.708071430968120E-6
1.100000000000000E+3	4.115303087249460E-3	21.524395930715133E-6	1.848518721680074E-3	1.347556661997997E-6
1.101000000000000E+3	3.957915508767932E-3	18.302552779798286E-6	1.774277099949779E-3	1.196498497949596E-6
1.102000000000000E+3	3.953254533289601E-3	16.130988805822086E-6	1.768426808210517E-3	1.239731586146186E-6
1.103000000000000E+3	4.193386890739744E-3	15.134059484673908E-6	1.871447343283853E-3	1.470459294076254E-6
1.104000000000000E+3	4.553156320229665E-3	14.562672212151703E-6	2.026620670775464E-3	1.872526841319575E-6
1.105000000000000E+3	4.807352856688599E-3	13.618714740042468E-6	2.134200053023747E-3	2.352702137871807E-6
1.106000000000000E+3	4.824868025484065E-3	12.083361514698403E-6	2.137095483670242E-3	2.800070611287426E-6
1.107000000000000E+3	4.699319331555168E-3	10.372625374001866E-6	2.076704645685444E-3	3.176841859299350E-6
1.108000000000000E+3	4.685107631289626E-3	9.088851110075634E-6	2.064535910861813E-3	3.632616052257815E-6
1.109000000000000E+3	4.967086630777084E-3	8.436430371366364E-6	2.180578445271188E-3	4.339929360870898E-6
1.110000000000000E+3	5.472013036942993E-3	8.118076704252941E-6	2.391262536353506E-3	5.270657297904653E-6
1.111000000000000E+3	5.923588377270384E-3	7.661172671802109E-6	2.576427867202015E-3	6.227830354106195E-6
1.112000000000000E+3	6.095494748595687E-3	6.850306555259218E-6	2.638793293048822E-3	6.945005061225504E-6
1.113000000000000E+3	6.036127212907205E-3	5.859317274321633E-6	2.601236785179395E-3	7.368598295839000E-6
1.114000000000000E+3	6.069227542636866E-3	5.072680844253781E-6	2.603336824003379E-3	7.891838925104116E-6
1.115000000000000E+3	6.490312841363277E-3	4.668691431662003E-6	2.769572800510944E-3	8.952525317075860E-6
1.116000000000000E+3	7.255982179083016E-3	4.447964810293441E-6	3.078989418906468E-3	10.502803270231464E-6
1.117000000000000E+3	7.997935896185873E-3	4.153396943102829E-6	3.375646140774246E-3	12.055305300433103E-6
1.118000000000000E+3	8.369038528514961E-3	3.650249749747352E-6	3.515222092956683E-3	13.133862541879696E-6
1.119000000000000E+3	8.421689146359271E-3	3.071157228100328E-6	3.520789858141687E-3	13.763528319989787E-6
1.120000000000000E+3	8.627983751183057E-3	2.634850286993479E-6	3.589098397714460E-3	14.636373556492580E-6
1.121000000000000E+3	9.426889088420643E-3	2.390318537215783E-6	3.900373944914004E-3	16.594458465495684E-6
1.122000000000000E+3	10.744292987289818E-3	2.296889825926819E-6	4.421157609072873E-3	19.586788080488930E-6
1.123000000000000E+3	11.998384870161836E-3	2.235090316688558E-6	4.910821672758765E-3	22.516195201789736E-6
1.124000000000000E+3	12.673293650085312E-3	2.167752256078787E-6	5.161922017317824E-3	24.395446690221547E-6
1.125000000000000E+3	12.946160314554062E-3	2.187319798149442E-6	5.248639452648080E-3	25.594744250710400E-6
1.126000000000000E+3	13.642751211835575E-3	2.421742067042028E-6	5.501877676286506E-3	27.696439725211491E-6
1.127000000000000E+3	15.393097828891200E-3	3.019297540770484E-6	6.170628554843767E-3	32.113230586793958E-6
1.128000000000000E+3	17.889930420186925E-3	4.061042140553688E-6	7.126412422182728E-3	38.309431968258989E-6
1.129000000000000E+3	20.055561706579676E-3	5.443622388178748E-6	7.940769503952217E-3	44.158223226127287E-6
1.130000000000000E+3	21.213819270369395E-3	6.982133881432511E-6	8.352758299064690E-3	48.025386736740094E-6
1.131000000000000E+3	22.055543110052388E-3	8.857820416605035E-6	8.637023491767665E-3	51.394763122680447E-6
1.132000000000000E+3	24.146914410296230E-3	11.803888117667077E-6	9.397972381408302E-3	58.021209405207230E-6
1.133000000000000E+3	28.170338277302736E-3	16.667448414792604E-6	10.887398907201246E-3	70.016117157191258E-6
1.134000000000000E+3	32.849059578833058E-3	23.316760795194830E-6	12.604312792460798E-3	84.491941987267961E-6
1.135000000000000E+3	36.107854957961087E-3	30.515990177321875E-6	13.762734746834071E-3	96.135341542758377E-6
1.136000000000000E+3	37.565954339807091E-3	37.773614232225289E-6	14.232513225487986E-3	103.904687605646070E-6
1.137000000000000E+3	39.432791132400391E-3	47.046544016368462E-6	14.847433311466438E-3	113.431936608805520E-6
1.138000000000000E+3	44.060857591409430E-3	61.816550734881858E-6	16.471414445855013E-3	131.497489187823090E-6
1.139000000000000E+3	50.607437678031053E-3	82.593164095813571E-6	18.770091882488956E-3	156.786577001651630E-6
1.140000000000000E+3	55.212435769153544E-3	103.955636699032710E-6	20.324489664853913E-3	177.607167821186700E-6
1.141000000000000E+3	55.434513746855360E-3	119.970265446577360E-6	20.270359617747008E-3	185.363288562531150E-6
1.142000000000000E+3	53.535730206791955E-3	132.900069187342650E-6	19.451614236481073E-3	186.427564271261570E-6
1.143000000000000E+3	53.685128107378445E-3	152.521208553317170E-6	19.367691760037543E-3	195.201007336902860E-6
1.144000000000000E+3	56.258090758982637E-3	181.609801889006240E-6	20.133528530194310E-3	213.713271926692950E-6
1.145000000000000E+3	57.223475960560634E-3	209.123660766951600E-6	20.314587428604553E-3	227.877162045523950E-6
1.146000000000000E+3	53.540252908326202E-3	220.906989143367950E-6	18.869284573606628E-3	224.110530653072370E-6
1.147000000000000E+3	47.258839869461430E-3	219.816249685955520E-6	16.545564448976022E-3	208.287989344179070E-6
1.148000000000000E+3	42.811971479602889E-3	224.820075540120820E-6	14.883273189328661E-3	199.690437836173030E-6
