Freq (Hz)	Gxymic2/mic1_Real	Gxymic2/mic1_Imag	Gxymic3/mic1_Real	Gxymic3/mic1_Imag	Gxymic4/mic1_Real	Gxymic4/mic1_Imag
665.000000000000110E+0	398.442136346478490E-9	16.956050625146373E-9	319.675674485386980E-9	13.750782216560575E-9	416.077701830347380E-9	-1.150094606655070E-9
666.000000000000110E+0	384.492084433151750E-9	10.415252768813614E-9	305.856534513236630E-9	13.309108803618373E-9	392.799508158129550E-9	-2.927739805491054E-9
667.000000000000110E+0	349.506282384431220E-9	10.295484342624514E-9	279.423236950259140E-9	7.090403887718497E-9	359.040664091757220E-9	-1.290665244117189E-9
668.000000000000110E+0	345.510552622087490E-9	4.434264892215535E-9	274.819799203970970E-9	6.441725235226055E-9	361.972115400075420E-9	-424.319576637651770E-12
669.000000000000110E+0	250.304477282504650E-9	10.176492825940079E-9	201.071728724318260E-9	10.284660823445052E-9	254.247326056847430E-9	-3.693818613804174E-9
670.000000000000110E+0	263.428591568535870E-9	1.099993763922097E-9	207.059812749437950E-9	163.943629103272770E-12	270.345381171957070E-9	-2.453803326909432E-9
671.000000000000110E+0	234.787475222679720E-9	7.338615092042206E-9	188.423507787644930E-9	8.365746601285406E-9	243.588004173487790E-9	3.224559356150631E-9
672.000000000000110E+0	155.123138749770940E-9	2.670927049185448E-9	123.381283702027790E-9	2.623214767833005E-9	162.879046477722240E-9	-3.153039089734474E-9
673.000000000000110E+0	186.947043976750040E-9	4.748335438381422E-9	147.484428503663220E-9	3.796016433111272E-9	193.912730243640660E-9	-1.252493012061044E-9
674.000000000000110E+0	164.906268501044310E-9	2.571198053181511E-9	132.594988496169970E-9	5.300631128495933E-9	169.624887007695450E-9	-2.139018968600305E-9
