Freq (Hz)	mic1(Pa^2 )	mic2(Pa^2 )	mic3(Pa^2 )	mic4(Pa^2 )
1.077000000000000E+3	62.134995943933456E-6	1.033730062062831E-3	27.430713816258001E-6	1.303211136893719E-3
1.078000000000000E+3	80.445825722910653E-6	1.667297799128958E-3	29.853701402151851E-6	2.099289938479100E-3
1.079000000000000E+3	241.139099011636940E-6	1.539090078200008E-3	84.770806725464591E-6	1.933724926820855E-3
1.080000000000000E+3	341.991349080941710E-6	824.453134258412500E-6	122.839190862617890E-6	1.032942949437277E-3
1.081000000000000E+3	325.832077648907510E-6	335.997183142635270E-6	119.639825091271810E-6	419.679671577218920E-6
1.082000000000000E+3	284.035592937730190E-6	137.908324911874460E-6	105.538445060049370E-6	171.625570466571530E-6
1.083000000000000E+3	258.949109644423870E-6	64.845292743953488E-6	97.046432756160177E-6	80.320621484923004E-6
1.084000000000000E+3	252.272611011495960E-6	35.632914066625640E-6	94.852457998077945E-6	43.817815082854337E-6
1.085000000000000E+3	256.227556105660530E-6	21.749698139460411E-6	96.369694127533729E-6	26.563422815812438E-6
1.086000000000000E+3	259.815286963974110E-6	13.971970160422151E-6	97.810477510330715E-6	16.879039159077801E-6
1.087000000000000E+3	259.458661375658460E-6	9.387429891012274E-6	97.788019067147769E-6	11.268709842596660E-6
1.088000000000000E+3	254.352415854864440E-6	6.713306767809760E-6	95.742407935458815E-6	7.957134078840577E-6
1.089000000000000E+3	247.713574190121330E-6	4.890893818897770E-6	93.520907210656112E-6	5.755777823705898E-6
1.090000000000000E+3	248.605246450351220E-6	3.860867314330566E-6	93.758361311531495E-6	4.484621432328518E-6
1.091000000000000E+3	259.369817257886870E-6	3.118605587841500E-6	97.758025959639042E-6	3.560238541726851E-6
1.092000000000000E+3	274.989075092260430E-6	2.524580832580152E-6	103.734174169237810E-6	2.853693276680002E-6
1.093000000000000E+3	290.406601199207390E-6	2.064038107660819E-6	109.539658215191980E-6	2.243979641576171E-6
1.094000000000000E+3	298.389436649830750E-6	1.600757932362021E-6	112.370733369582490E-6	1.719325213785764E-6
1.095000000000000E+3	299.930125513791370E-6	1.263769616758405E-6	112.855925241830490E-6	1.333100901681965E-6
1.096000000000000E+3	303.141982339543360E-6	1.026141740659646E-6	113.868495513299640E-6	1.050801700125264E-6
1.097000000000000E+3	312.039894704999010E-6	849.953447380833550E-9	117.157514773797190E-6	866.294464504877060E-9
1.098000000000000E+3	333.284817226151920E-6	719.007440286002270E-9	124.801925917711170E-6	710.347966374345720E-9
1.099000000000000E+3	357.941689164581110E-6	568.312947763170530E-9	133.924161943173170E-6	531.825366851213310E-9
1.100000000000000E+3	392.752424676494940E-6	479.981567866072140E-9	146.954231666512880E-6	416.954579228062160E-9
1.101000000000000E+3	393.306303192143650E-6	354.286641394194700E-9	146.849396601241240E-6	299.361229423552430E-9
1.102000000000000E+3	403.163955675647020E-6	275.947617619274590E-9	150.362041109569980E-6	220.081844652349770E-9
1.103000000000000E+3	416.758508803577430E-6	212.182505952127440E-9	155.411613662192340E-6	157.216853512979530E-9
1.104000000000000E+3	443.843311055007190E-6	162.153730562738420E-9	165.452959548967940E-6	112.714293865797060E-9
1.105000000000000E+3	485.724495774853670E-6	121.909633469405970E-9	181.050259848646080E-6	71.479344503036540E-9
1.106000000000000E+3	531.100676677114790E-6	84.491428199558543E-9	197.647122514753430E-6	44.195106789563383E-9
1.107000000000000E+3	566.273594052075710E-6	53.286875168871512E-9	210.498287176694960E-6	22.781345398345865E-9
1.108000000000000E+3	590.250085276861480E-6	29.693973758233896E-9	219.232235555609070E-6	10.866583938411140E-9
1.109000000000000E+3	615.833409054801520E-6	15.231184627884439E-9	228.284959426655000E-6	10.678568451734444E-9
1.110000000000000E+3	658.202306769350680E-6	6.240570925345725E-9	243.486394297840530E-6	16.822561824857433E-9
1.111000000000000E+3	724.458930291031580E-6	1.960724370890883E-9	267.550233268724780E-6	29.768706543812800E-9
1.112000000000000E+3	805.622131968443100E-6	4.777815851812415E-9	296.496580822494150E-6	53.061049484019296E-9
1.113000000000000E+3	877.623236147978680E-6	19.054131090313891E-9	322.430712296523700E-6	99.485719509004287E-9
1.114000000000000E+3	937.576062810668200E-6	42.696615107253503E-9	343.561061794126820E-6	146.505574759787830E-9
1.115000000000000E+3	994.687486502254240E-6	63.067260032482967E-9	363.700856983397120E-6	205.318009225325180E-9
1.116000000000000E+3	1.071255347230754E-3	101.400610993020650E-9	391.114664655622770E-6	284.991726299204040E-9
1.117000000000000E+3	1.192329946916248E-3	142.460844311726610E-9	434.875901597500150E-6	360.241552265578100E-9
1.118000000000000E+3	1.338715731891379E-3	212.042269905906350E-9	487.547355010730080E-6	490.961681978391720E-9
1.119000000000000E+3	1.485329938544630E-3	315.263008337224020E-9	540.089976545100530E-6	665.092580738075890E-9
1.120000000000000E+3	1.615797406305106E-3	407.648734255678950E-9	587.290948287390640E-6	822.891361882130490E-9
1.121000000000000E+3	1.749811653337182E-3	537.265258695400920E-9	635.571979935763530E-6	1.025578995107726E-6
1.122000000000000E+3	1.926060259472686E-3	693.370445202077970E-9	699.466390232449150E-6	1.295743589330202E-6
1.123000000000000E+3	2.179775256423856E-3	931.042273745202850E-9	791.247071680403390E-6	1.683268106698227E-6
1.124000000000000E+3	2.490451006695219E-3	1.232800862745075E-6	903.075274471144310E-6	2.153170212253682E-6
1.125000000000000E+3	2.814427723560353E-3	1.594612836735553E-6	1.020343881333269E-3	2.678364306139309E-6
1.126000000000000E+3	3.130148789985439E-3	2.021587517670631E-6	1.133612874305477E-3	3.334101427598591E-6
1.127000000000000E+3	3.484869034204812E-3	2.495204921314283E-6	1.261728067214906E-3	4.066318452450219E-6
1.128000000000000E+3	3.959052029868118E-3	3.123293557462212E-6	1.432454884886571E-3	4.945246179116192E-6
1.129000000000000E+3	4.616351461603950E-3	4.043996880030699E-6	1.667465212887409E-3	6.345221220543854E-6
1.130000000000000E+3	5.394919211772272E-3	5.321002047267516E-6	1.946118466600055E-3	8.174894149060352E-6
