Freq (Hz)	Gxymic2/mic1_Real	Gxymic2/mic1_Imag	Gxymic3/mic1_Real	Gxymic3/mic1_Imag	Gxymic4/mic1_Real	Gxymic4/mic1_Imag
2.020000000000000E+3	-85.586052597597864E-9	1.557868909419001E-6	63.498469231689012E-9	-732.327285102127340E-9	755.997981198222260E-9	3.540210277161620E-6
2.021000000000000E+3	35.204032032471781E-9	1.588920076180755E-6	10.114835236543018E-9	-760.433263151892830E-9	1.100636081123311E-6	3.588430618124313E-6
2.022000000000000E+3	343.916816513535600E-9	1.947706030523909E-6	-109.893143271195890E-9	-915.546017424515990E-9	2.018345747075789E-6	4.163743925699623E-6
2.023000000000000E+3	679.866733890985880E-9	2.034532987937509E-6	-251.676725081050380E-9	-964.364642593396650E-9	2.807556333818154E-6	4.141082124258614E-6
2.024000000000000E+3	978.102352542570830E-9	2.085895235721589E-6	-390.379065958569160E-9	-1.012408550807952E-6	3.550243782897377E-6	4.079429321474282E-6
2.025000000000000E+3	2.120986422580623E-6	3.006851448924027E-6	-877.139517652738860E-9	-1.501555930936013E-6	6.710159571651149E-6	5.435678649716235E-6
2.026000000000000E+3	3.127478071404775E-6	3.228488943597323E-6	-1.304771734271516E-6	-1.664521342168620E-6	9.146774586460409E-6	5.315034289275681E-6
2.027000000000000E+3	1.774767096003898E-6	1.187810600264465E-6	-756.723234460235770E-9	-652.730799638616610E-9	4.802695005183230E-6	1.542970479157913E-6
2.028000000000000E+3	6.323619932856354E-6	1.588957077061123E-6	-2.770048482908204E-6	-1.129145188768231E-6	15.427646164216090E-6	-543.746909925911400E-9
2.029000000000000E+3	10.731376594628313E-6	2.036706380707597E-6	-4.716468951252405E-6	-1.631582050320089E-6	25.741017590292304E-6	-2.423533971808218E-6
2.030000000000000E+3	3.805354511532240E-6	293.073631683604830E-9	-1.698155871188478E-6	-407.652610980538380E-9	8.869187574963655E-6	-1.850379667535465E-6
2.031000000000000E+3	3.240752856247883E-6	-224.588544591029750E-9	-1.479331080449738E-6	-169.629322544705890E-9	7.241930632220798E-6	-2.683663866722227E-6
2.032000000000000E+3	7.397219743472295E-6	-1.021275096308191E-6	-3.399141904307541E-6	-221.188533387539710E-9	16.183119958682369E-6	-7.345938844544641E-6
2.033000000000000E+3	11.881870668135198E-6	-2.599075317845655E-6	-5.520182579169127E-6	-54.690038007728978E-9	25.373113403363725E-6	-14.032853281943570E-6
2.034000000000000E+3	15.725679328823828E-6	-4.161507953363418E-6	-7.326258192175558E-6	97.038831572841561E-9	33.126866216099379E-6	-20.234037345863411E-6
2.035000000000000E+3	12.737549871586032E-6	-4.096451642260376E-6	-5.947637455129775E-6	202.673951362979700E-9	26.379755388582844E-6	-18.070636843782165E-6
2.036000000000000E+3	14.007408058187558E-6	-4.984676310827841E-6	-6.614054403864334E-6	295.761702228262170E-9	28.655238996181375E-6	-21.111907162982711E-6
2.037000000000000E+3	10.965883161882692E-6	-4.570445643939535E-6	-5.185637537795680E-6	415.966783791474700E-9	21.962296855960241E-6	-18.090229090270765E-6
2.038000000000000E+3	8.208689483511692E-6	-3.675014798675685E-6	-3.925585984680310E-6	297.060557524990170E-9	16.264177293070428E-6	-14.242653771985531E-6
